Word;phon;lemme;cgram;freqlemfilms2;freqfilms2;islem;nblettres;puorth;puphon;nbsyll;cgramortho
autre;otR;autre;NOM;7,48;6,25;1;5;5;3;1;ADJ,ADV,NOM,PRO:ind
autre;otR;autre;PRO:ind;473,33;473,33;1;5;5;3;1;ADJ,ADV,NOM,PRO:ind
avais;avE;avoir;AUX;18559,22;412,04;0;5;0;0;2;AUX,VER
avais;avE;avoir;VER;13572,4;373,32;0;5;0;0;2;AUX,VER
avait;avE;avoir;AUX;18559,22;395,71;0;5;0;0;2;AUX,VER
avait;avE;avoir;VER;13572,4;596,64;0;5;0;0;2;AUX,VER
avala;avala;avaler;VER;35,89;0,23;0;5;0;0;3;VER
avale;aval;avaler;VER;35,89;8,02;0;5;0;4;2;VER
avalé;avale;avaler;VER;35,89;7,55;0;5;0;5;3;VER
avant;av@;avant;ADJ;23,8;23,8;1;5;5;3;2;ADJ,ADV,NOM,PRE
avant;av@;avant;ADV;224,38;224,38;1;5;5;3;2;ADJ,ADV,NOM,PRE
avant;av@;avant;NOM;8,05;7,94;1;5;5;3;2;ADJ,ADV,NOM,PRE
avant;av@;avant;PRE;529,51;529,51;1;5;5;3;2;ADJ,ADV,NOM,PRE
avare;avaR;avare;ADJ;2,69;2,26;1;5;5;4;2;ADJ,NOM
avare;avaR;avare;NOM;0,64;0,51;1;5;5;4;2;ADJ,NOM
avaro;avaRo;avaro;NOM;0;0;1;5;5;5;3;NOM
avent;av@;avent;NOM;0,06;0,06;1;5;5;3;2;NOM
avenu;av°ny;avenu;ADJ;0,07;0,05;1;5;5;5;3;ADJ
avers;avER;avers;NOM;0;0;1;5;5;4;2;NOM
aveux;av2;aveu;NOM;11,15;5,29;0;5;0;3;2;NOM
avide;avid;avide;ADJ;3,52;1,94;1;5;5;4;2;ADJ
aviez;avje;avoir;AUX;18559,22;50,3;0;5;0;0;2;AUX,VER
aviez;avje;avoir;VER;13572,4;44,64;0;5;0;0;2;AUX,VER
avili;avili;avilir;VER;0,69;0,03;0;5;0;0;3;VER
aviné;avine;aviné;ADJ;0,05;0,01;1;5;5;4;3;ADJ
avion;avj§;avion;NOM;128,35;105,54;1;5;5;4;2;NOM
avisa;aviza;aviser;VER;9,77;0,14;0;5;0;0;3;VER
avise;aviz;aviser;VER;9,77;3,52;0;5;0;0;2;VER
aviso;avizo;aviso;NOM;0,02;0,02;1;5;5;5;3;NOM
avisé;avize;aviser;VER;9,77;1,21;0;5;5;5;3;VER,ADJ
avisé;avize;avisé;ADJ;1,76;0,86;1;5;5;5;3;VER,ADJ
aviva;aviva;aviver;VER;0,19;0,01;0;5;0;0;3;VER
avive;aviv;aviver;VER;0,19;0;0;5;0;0;2;VER
avivé;avive;aviver;VER;0,19;0,02;0;5;5;4;3;VER,ADJ
avivé;avive;avivé;ADJ;0;0;1;5;5;4;3;VER,ADJ
avoir;avwaR;avoir;AUX;18559,22;674,24;1;5;5;5;2;AUX,NOM,VER
avoir;avwaR;avoir;NOM;3,13;2,72;1;5;5;5;2;AUX,NOM,VER
avoir;avwaR;avoir;VER;13572,4;404,19;1;5;5;5;2;AUX,NOM,VER
avons;av§;avoir;AUX;18559,22;291,71;0;5;0;0;2;AUX,VER
avons;av§;avoir;VER;13572,4;237,78;0;5;0;0;2;AUX,VER
avoua;avwa;avouer;VER;61,56;0,33;0;5;0;0;2;VER
avoue;avu;avouer;VER;61,56;24,48;0;5;0;0;2;VER
avoué;avwe;avouer;VER;61,56;9,5;0;5;5;4;2;VER,ADJ,NOM
avoué;avwe;avoué;ADJ;0,24;0,12;1;5;5;4;2;VER,ADJ,NOM
avoué;avwe;avoué;NOM;0,47;0,46;1;5;5;4;2;VER,ADJ,NOM
avril;avRil;avril;NOM;11,23;11,23;1;5;5;5;2;NOM
avère;avER;avérer;VER;9,26;4,59;0;5;0;4;2;VER
avéra;aveRa;avérer;VER;9,26;0,25;0;5;0;0;3;VER
avéré;aveRe;avérer;VER;9,26;1,64;0;5;5;4;3;VER,ADJ
avéré;aveRe;avéré;ADJ;0,4;0,15;1;5;5;4;3;VER,ADJ
awacs;awak;awacs;NOM;0,12;0,12;1;5;2;4;2;NOM
axels;aksEl;axel;NOM;0,06;0,01;0;5;0;5;2;NOM
axent;aks;axer;VER;0,61;0;0;5;0;3;1;VER
axial;aksjal;axial;ADJ;0,06;0,01;1;5;4;5;2;ADJ
axées;akse;axer;VER;0,61;0,13;0;5;0;4;2;VER
ayans;Ej@;ayan;NOM;0;0;0;5;0;0;2;NOM
ayant;Ej@;avoir;AUX;18559,22;21,68;0;5;0;0;2;AUX,VER
ayant;Ej@;avoir;VER;13572,4;0,9;0;5;0;0;2;AUX,VER
ayons;Ej§;avoir;AUX;18559,22;4,36;0;5;0;3;2;AUX,VER
ayons;Ej§;avoir;VER;13572,4;5,92;0;5;0;3;2;AUX,VER
azote;azOt;azote;NOM;1,05;1,05;1;5;5;4;2;NOM
azurs;azyR;azur;NOM;2,98;0;0;5;0;4;2;NOM
azuré;azyRe;azurer;VER;0;0;0;5;5;5;3;VER,ADJ
azuré;azyRe;azuré;ADJ;0,14;0,13;1;5;5;5;3;VER,ADJ
azyme;azim;azyme;ADJ;0,04;0,04;1;5;4;4;2;ADJ
azéri;azeRi;azéri;ADJ;0,27;0,27;1;5;3;3;3;ADJ
aèdes;aEd;aède;NOM;0,11;0,01;0;5;0;2;2;NOM
aérer;aeRe;aérer;VER;2,65;1,68;1;5;4;4;3;VER
aérez;aeRe;aérer;VER;2,65;0,32;0;5;0;4;3;VER
aérée;aeRe;aérer;VER;2,65;0,02;0;5;0;4;3;VER,ADJ
aérée;aeRe;aéré;ADJ;0,5;0,05;0;5;0;4;3;VER,ADJ
aérés;aeRe;aérer;VER;2,65;0,1;0;5;0;4;3;VER,ADJ
aérés;aeRe;aéré;ADJ;0,5;0,17;0;5;0;4;3;VER,ADJ
aînée;ene;aîné;ADJ;6,27;1,25;0;5;0;3;2;ADJ,NOM
aînée;ene;aîné;NOM;8,92;2,79;0;5;0;3;2;ADJ,NOM
aînés;ene;aîné;ADJ;6,27;0,32;0;5;0;3;2;ADJ,NOM
aînés;ene;aîné;NOM;8,92;1,46;0;5;0;3;2;ADJ,NOM
aître;EtR;aître;NOM;0;0;1;5;3;3;1;NOM
aïeul;aj9l;aïeul;NOM;3,13;1,08;1;5;4;4;2;NOM
aïeux;aj2;aïeul;NOM;3,13;1,75;0;5;0;0;2;NOM
aïoli;ajoli;aïoli;NOM;0,01;0,01;1;5;3;4;3;NOM
babas;baba;baba;NOM;1,05;0,26;0;5;0;4;2;NOM
babel;babEl;babel;NOM;0,05;0,05;1;5;5;4;2;NOM
babil;babil;babil;NOM;0,07;0,07;1;5;5;5;2;NOM
babys;babi;baby;NOM;13,2;0,01;0;5;0;4;2;NOM
bacon;bekon;bacon;NOM;4,5;4,5;1;5;4;5;2;NOM
bader;bade;bader;VER;0,4;0,01;1;5;5;4;2;VER
bades;bad;bader;VER;0,4;0,02;0;5;0;0;1;VER
badge;badZ;badge;NOM;7,14;6,03;1;5;5;4;1;NOM
badin;bad5;badin;ADJ;0,48;0,33;1;5;5;4;2;ADJ
baffe;baf;baffe;NOM;2,93;1,41;1;5;5;3;1;NOM,VER
baffe;baf;baffer;VER;0,62;0,13;0;5;5;3;1;NOM,VER
bagne;baN;bagne;NOM;2,5;2,49;1;5;5;3;1;NOM
bagou;bagu;bagou;NOM;0,01;0,01;1;5;5;4;2;NOM
bague;bag;bague;NOM;30,32;26,14;1;5;5;3;1;NOM,VER
bague;bag;baguer;VER;0,23;0,07;0;5;5;3;1;NOM,VER
bagué;bage;baguer;VER;0,23;0,14;0;5;5;4;2;VER,ADJ
bagué;bage;bagué;ADJ;0,01;0;1;5;5;4;2;VER,ADJ
bahts;bat;baht;NOM;0,52;0,45;0;5;0;3;1;NOM
bahut;bay;bahut;NOM;1,59;1,5;1;5;5;3;2;NOM
baies;bE;baie;ADJ;0,56;0,26;0;5;0;2;1;ADJ,NOM
baies;bE;baie;NOM;7,09;1,24;0;5;0;2;1;ADJ,NOM
baile;bel;baile;NOM;0,05;0,05;1;5;5;3;1;NOM
bains;b5;bain;NOM;74,48;23,96;0;5;0;2;1;NOM
baisa;bEza;baiser;VER;112,82;0;0;5;0;0;2;VER
baise;bEz;baise;NOM;7,66;7,07;1;5;5;3;1;NOM,VER
baise;bEz;baiser;VER;112,82;22,02;0;5;5;3;1;NOM,VER
baisé;beze;baiser;VER;112,82;17,65;0;5;0;4;2;VER
balai;balE;balai;NOM;10,91;8,24;1;5;5;4;2;NOM
balan;bal@;balan;NOM;0;0;1;5;5;4;2;NOM
bales;bal;bale;NOM;0,5;0,14;0;5;0;3;1;NOM
balle;bal;balle;NOM;122,07;77,32;1;5;5;3;1;NOM
balsa;balza;balsa;NOM;0,13;0,13;1;5;5;5;2;NOM
balte;balt;balte;ADJ;0,52;0,05;1;5;5;4;1;ADJ,NOM
balte;balt;balte;NOM;0;0;1;5;5;4;1;ADJ,NOM
balto;balto;balto;ADV;0;0;1;5;5;5;2;ADV
banal;banal;banal;ADJ;8,66;4,88;1;5;5;5;2;ADJ
banco;b@ko;banco;ADJ;0,2;0,2;1;5;5;4;2;ADJ,NOM,ONO
banco;b@ko;banco;NOM;0,04;0,03;1;5;5;4;2;ADJ,NOM,ONO
banco;b@ko;banco;ONO;0,42;0,42;1;5;5;4;2;ADJ,NOM,ONO
bancs;b@;banc;NOM;10,76;1,81;0;5;0;2;1;NOM
banda;b@da;bander;VER;14,5;0,01;0;5;0;0;2;VER
bande;b@d;bande;NOM;78,36;69,1;1;5;5;3;1;NOM,VER
bande;b@d;bander;VER;14,5;4,73;0;5;5;3;1;NOM,VER
bandé;b@de;bander;VER;14,5;0,6;0;5;5;4;2;VER,ADJ
bandé;b@de;bandé;ADJ;1,4;0,05;1;5;5;4;2;VER,ADJ
bangs;b@g;bang;NOM;2,37;0,34;0;5;0;3;1;NOM
banjo;b@dZo;banjo;NOM;3,13;3,08;1;5;4;4;2;NOM
banne;ban;banner;VER;0,86;0,4;0;5;5;0;1;VER
banni;bani;banni;ADJ;0,52;0,27;1;5;5;4;2;ADJ,NOM,VER
banni;bani;banni;NOM;0,51;0,31;1;5;5;4;2;ADJ,NOM,VER
banni;bani;bannir;VER;7,03;2,48;0;5;5;4;2;ADJ,NOM,VER
bantu;b@tu;bantu;NOM;0,01;0,01;1;5;5;4;2;NOM
barba;baRba;barber;VER;0,78;0,14;0;5;0;0;2;VER
barbe;baRb;barbe;NOM;24,15;23,4;1;5;5;4;1;NOM,VER
barbe;baRb;barber;VER;0,78;0,32;0;5;5;4;1;NOM,VER
barbu;baRby;barbu;ADJ;1,46;1,27;1;5;5;5;2;ADJ,NOM
barbu;baRby;barbu;NOM;1,7;1,37;1;5;5;5;2;ADJ,NOM
barbé;baRbe;barber;VER;0,78;0,04;0;5;0;5;2;VER
barca;baRka;barca;ADV;0,16;0,16;1;5;5;5;2;ADV
barda;baRda;barda;NOM;1,62;1,46;1;5;5;5;2;NOM
barde;baRd;barde;NOM;0,18;0,18;1;5;5;4;1;NOM,VER
barde;baRd;barder;VER;2,58;0,3;0;5;5;4;1;NOM,VER
bardo;baRdo;bardo;NOM;0,11;0,11;1;5;5;5;2;NOM
bardé;baRde;barder;VER;2,58;0,07;0;5;0;5;2;VER
baret;baRE;baret;NOM;0;0;1;5;4;4;2;NOM
barge;baRZ;barge;ADJ;1,7;1,6;1;5;5;4;1;ADJ,NOM
barge;baRZ;barge;NOM;1;0,72;1;5;5;4;1;ADJ,NOM
baril;baRil;baril;NOM;2,71;1,81;1;5;5;5;2;NOM
barje;baRZ;barje;ADJ;0;0;1;5;5;4;1;ADJ
barjo;baRZo;barjo;ADJ;1,02;0,95;1;5;5;5;2;ADJ,NOM
barjo;baRZo;barjo;NOM;1,01;0,72;1;5;5;5;2;ADJ,NOM
baron;baR§;baron;NOM;20,82;16,07;1;5;5;4;2;NOM
barra;baRa;barrer;VER;26,71;0,13;0;5;0;0;2;VER
barre;baR;barre;NOM;18,78;15,59;1;5;5;3;1;NOM,VER
barre;baR;barrer;VER;26,71;7,99;0;5;5;3;1;NOM,VER
barri;baRi;barrir;VER;0,1;0,01;0;5;0;4;2;VER
barré;baRe;barrer;VER;26,71;4,04;0;5;5;4;2;VER,ADJ
barré;baRe;barré;ADJ;3,36;2,42;1;5;5;4;2;VER,ADJ
barye;baRi;barye;NOM;0,01;0,01;1;5;5;4;2;NOM
basal;bazal;basal;ADJ;0,15;0,15;1;5;5;5;2;ADJ
baser;baze;baser;VER;15,61;0,44;1;5;5;4;2;VER
bases;baz;base;NOM;59,22;7,53;0;5;0;3;1;NOM,VER
bases;baz;baser;VER;15,61;0,16;0;5;0;3;1;NOM,VER
basez;baze;baser;VER;15,61;0,35;0;5;0;4;2;VER
basic;bazik;basic;NOM;0,03;0,03;1;5;5;5;2;NOM
basin;baz5;basin;NOM;0;0;1;5;5;4;2;NOM
bassa;basa;bassa;NOM;0;0;1;5;5;4;2;NOM
basse;bas;bas;ADJ;85,56;9,54;0;5;5;3;1;ADJ,NOM
basse;bas;basse;NOM;2,89;2,36;1;5;5;3;1;ADJ,NOM
basta;basta;basta;ONO;2,15;2,15;1;5;5;5;2;ONO,VER
basta;basta;baster;VER;0,1;0,09;0;5;5;5;2;ONO,VER
baste;bast;baste;NOM;1,21;1,21;1;5;5;4;1;NOM,ONO
baste;bast;baste;ONO;0,42;0,42;1;5;5;4;1;NOM,ONO
basée;baze;baser;VER;15,61;3,6;0;5;0;4;2;VER,ADJ
basée;baze;basé;ADJ;0,67;0,09;0;5;0;4;2;VER,ADJ
basés;baze;baser;VER;15,61;1,15;0;5;0;4;2;VER,ADJ
basés;baze;basé;ADJ;0,67;0,03;0;5;0;4;2;VER,ADJ
batak;batak;batak;NOM;0,05;0,05;1;5;5;5;2;NOM
batik;batik;batik;NOM;0;0;1;5;5;5;2;NOM
batte;bat;batte;NOM;6,87;6,39;1;5;5;3;1;NOM,VER
batte;bat;battre;VER;200,35;2,32;0;5;5;3;1;NOM,VER
battu;baty;battre;VER;200,35;24,13;0;5;5;4;2;VER,ADJ,NOM
battu;baty;battu;ADJ;4,45;2,81;1;5;5;4;2;VER,ADJ,NOM
battu;baty;battu;NOM;0,44;0,4;1;5;5;4;2;VER,ADJ,NOM
batée;bate;batée;NOM;0,01;0,01;1;5;4;4;2;NOM
bauge;boZ;bauge;NOM;0,14;0,14;1;5;5;3;1;NOM
baugé;boZe;bauger;VER;0;0;0;5;0;0;2;VER
baume;bom;baume;NOM;1,94;1,79;1;5;5;3;1;NOM
baver;bave;baver;VER;9,79;3,04;1;5;5;4;2;VER
baves;bav;bave;NOM;2,1;0,02;0;5;0;3;1;NOM,VER
baves;bav;baver;VER;9,79;0,97;0;5;0;3;1;NOM,VER
bavez;bave;baver;VER;9,79;0,08;0;5;0;4;2;VER
bayer;baje;bayer;VER;0,05;0,01;1;5;4;4;2;VER
bayou;baju;bayou;NOM;0,81;0,76;1;5;4;4;2;NOM
bazar;bazaR;bazar;NOM;8,36;8,18;1;5;5;5;2;NOM
beauf;bof;beauf;NOM;1,07;0,96;1;5;5;3;1;NOM
beaux;bo;beau;ADJ;671,86;57,2;0;5;0;2;1;ADJ
becta;bEkta;becter;VER;0,17;0;0;5;0;0;2;VER
becte;bEkt;becter;VER;0,17;0,14;0;5;0;0;1;VER
becté;bEkte;becter;VER;0,17;0;0;5;0;5;2;VER
bedon;b2d§;bedon;NOM;0,04;0,04;1;5;5;4;2;NOM
beige;bEZ;beige;ADJ;1,03;1,02;1;5;5;3;1;ADJ,NOM
beige;bEZ;beige;NOM;0,27;0,24;1;5;5;3;1;ADJ,NOM
belge;bElZ;belge;ADJ;3,03;2,83;1;5;5;4;1;ADJ,NOM
belge;bElZ;belge;NOM;2;1,31;1;5;5;4;1;ADJ,NOM
belle;bEl;beau;ADJ;671,86;284,08;0;5;0;3;1;ADJ,NOM
belle;bEl;beau;NOM;50,85;35,08;0;5;0;3;1;ADJ,NOM
belon;b°l§;belon;NOM;0;0;1;5;5;4;2;NOM
benne;bEn;benne;NOM;2,38;2,12;1;5;4;3;1;NOM
benêt;b°nE;benêt;ADJ;0,12;0,12;1;5;4;4;2;ADJ,NOM
benêt;b°nE;benêt;NOM;1,3;1,2;1;5;4;4;2;ADJ,NOM
berce;bERs;berce;NOM;0,01;0,01;1;5;5;4;1;NOM,VER
berce;bERs;bercer;VER;4,46;0,94;0;5;5;4;1;NOM,VER
bercé;bERse;bercer;VER;4,46;0,85;0;5;0;5;2;VER
berge;bERZ;berge;NOM;2,77;1,79;1;5;5;4;1;NOM
berle;bERl;berle;NOM;0,13;0,13;1;5;5;4;1;NOM
berme;bERm;berme;NOM;0,04;0,03;1;5;5;4;1;NOM
berne;bERn;berne;NOM;0,11;0,11;1;5;5;4;1;NOM,VER
berne;bERn;berner;VER;3,56;0,12;0;5;5;4;1;NOM,VER
berné;bERne;berner;VER;3,56;0,53;0;5;0;5;2;VER
berça;bERsa;bercer;VER;4,46;0,01;0;5;0;0;2;VER
besef;b°zEf;besef;ADV;0;0;1;5;4;4;2;ADV
bette;bEt;bette;NOM;1,6;1,55;1;5;5;3;1;NOM
beurk;b9Rk;beurk;ONO;4,01;4,01;1;5;5;4;1;ONO
bezef;bezEf;bezef;ADV;0;0;1;5;3;4;2;ADV
biais;bjE;biais;ADJ;0,04;0,04;1;5;5;3;1;ADJ,NOM
biais;bjE;biais;NOM;1,6;1,6;1;5;5;3;1;ADJ,NOM
bibis;bibi;bibi;NOM;0,56;0,02;0;5;0;4;2;NOM
bible;bibl;bible;NOM;17,79;17,03;1;5;5;4;1;NOM
biche;biS;biche;NOM;5,8;5,29;1;5;5;3;1;NOM,VER
biche;biS;bicher;VER;0,27;0,2;0;5;5;3;1;NOM,VER
biché;biSe;bicher;VER;0,27;0;0;5;0;4;2;VER
bicot;biko;bicot;NOM;0,11;0,11;1;5;5;4;2;NOM
bides;bid;bide;NOM;3,73;0,07;0;5;0;3;1;NOM
bidet;bidE;bidet;NOM;0,69;0,69;1;5;5;4;2;NOM
bidon;bid§;bidon;ADJ;7,78;7,78;1;5;5;4;2;ADJ,NOM
bidon;bid§;bidon;NOM;8,02;5,37;1;5;5;4;2;ADJ,NOM
biefs;bjEf;bief;NOM;0,1;0;0;5;0;4;1;NOM
biens;bj5;bien;NOM;106,6;16,99;0;5;0;3;1;NOM
biffa;bifa;biffer;VER;0,11;0;0;5;0;0;2;VER
biffe;bif;biffe;NOM;0,33;0,33;1;5;5;3;1;NOM,VER
biffe;bif;biffer;VER;0,11;0,01;0;5;5;3;1;NOM,VER
biffé;bife;biffer;VER;0,11;0,02;0;5;0;4;2;VER
bigle;bigl;bigle;ADJ;0;0;1;5;5;4;1;ADJ,VER
bigle;bigl;bigler;VER;0;0;0;5;5;4;1;ADJ,VER
biglé;bigle;bigler;VER;0;0;0;5;0;5;2;VER
bigne;biN;bigne;NOM;0;0;1;5;5;3;1;NOM
bigot;bigo;bigot;ADJ;0,2;0,17;1;5;5;4;2;ADJ,NOM
bigot;bigo;bigot;NOM;0,5;0,1;1;5;5;4;2;ADJ,NOM
bigre;bigR;bigre;NOM;0;0;1;5;5;4;1;NOM,ONO
bigre;bigR;bigre;ONO;0,47;0,47;1;5;5;4;1;NOM,ONO
bigue;big;bigue;NOM;0;0;1;5;5;3;1;NOM
bijou;biZu;bijou;NOM;8,37;8,37;1;5;5;4;2;NOM
bilan;bil@;bilan;NOM;6,13;5,63;1;5;5;4;2;NOM
biler;bile;biler;VER;2,95;0,1;1;5;5;4;2;VER
biles;bil;bile;NOM;2,78;0,19;0;5;0;3;1;NOM,VER
biles;bil;biler;VER;2,95;0,29;0;5;0;3;1;NOM,VER
bilez;bile;biler;VER;2,95;0,22;0;5;0;4;2;VER
bille;bij;bille;NOM;5,21;2,5;1;5;5;3;1;NOM
bills;bil;bill;NOM;0,56;0,09;0;5;0;3;1;NOM
bin's;bins;bin's;NOM;0,03;0,03;1;5;4;4;1;NOM
biner;bine;biner;VER;0,33;0,33;1;5;5;4;2;VER
bingo;biGo;bingo;NOM;9,08;9,08;1;5;5;4;2;NOM
biper;bipe;biper;VER;4,07;0,96;1;5;4;4;2;VER
bipes;bip;biper;VER;4,07;0,09;0;5;0;3;1;VER
bipez;bipe;biper;VER;4,07;0,43;0;5;0;4;2;VER
bipée;bipe;biper;VER;4,07;0,4;0;5;0;4;2;VER
bipés;bipe;biper;VER;4,07;0,05;0;5;0;4;2;VER
bique;bik;bique;NOM;0,94;0,56;1;5;5;3;1;NOM
birbe;biRb;birbe;NOM;0,02;0;1;5;4;4;1;NOM
biser;bize;biser;VER;0,14;0,14;1;5;5;4;2;VER
bises;biz;bis;ADJ;1,23;0,37;0;5;0;3;1;ADJ,NOM,VER
bises;biz;bise;NOM;3,84;1,14;0;5;0;3;1;ADJ,NOM,VER
bises;biz;biser;VER;0,14;0,01;0;5;0;3;1;ADJ,NOM,VER
bison;biz§;bison;NOM;2,65;1,49;1;5;5;4;2;NOM
bisou;bizu;bisou;NOM;18,4;13,99;1;5;5;4;2;NOM
bisse;bis;bisser;VER;0,03;0,01;0;5;0;3;1;VER
bissé;bise;bisser;VER;0,03;0,01;0;5;0;4;2;VER
bites;bit;bite;NOM;26,41;3,49;0;5;0;3;1;NOM
bitos;bitOs;bitos;NOM;0;0;1;5;5;4;2;NOM
bitte;bit;bitte;NOM;0,72;0,69;1;5;5;3;1;NOM
bizou;bizu;bizou;NOM;0;0;1;5;4;4;2;NOM
bizut;bizy;bizut;NOM;2,3;2,05;1;5;5;4;2;NOM
bière;bjER;bière;NOM;81,67;68,55;1;5;3;4;1;NOM
black;blak;black;ADJ;2,67;2,45;1;5;5;4;1;ADJ,NOM
black;blak;black;NOM;4,07;1,94;1;5;5;4;1;ADJ,NOM
blair;blER;blair;NOM;0,06;0,05;1;5;5;4;1;NOM
blanc;bl@;blanc;ADJ;118,74;53,93;1;5;5;3;1;ADJ,NOM
blanc;bl@;blanc;NOM;46,88;27,56;1;5;5;3;1;ADJ,NOM
blase;blaz;blase;NOM;0,12;0,12;1;5;5;4;1;NOM,VER
blase;blaz;blaser;VER;0,31;0;0;5;5;4;1;NOM,VER
blasé;blaze;blaser;VER;0,31;0,19;0;5;5;5;2;VER,ADJ
blasé;blaze;blasé;ADJ;1;0,66;1;5;5;5;2;VER,ADJ
blaze;blaz;blaze;NOM;0,53;0,48;1;5;5;4;1;NOM
bleds;blEd;bled;NOM;5,67;0,12;0;5;0;4;1;NOM
blets;blE;blet;ADJ;0,04;0,01;0;5;0;3;1;ADJ
bleue;bl2;bleu;ADJ;70,61;21,63;0;5;0;3;1;ADJ
bleui;bl2i;bleui;ADJ;0;0;1;5;5;4;2;ADJ,VER
bleui;bl2i;bleuir;VER;0,16;0,01;0;5;5;4;2;ADJ,VER
bleus;bl2;bleu;ADJ;70,61;12,97;0;5;0;3;1;ADJ,NOM
bleus;bl2;bleu;NOM;26,12;6,2;0;5;0;3;1;ADJ,NOM
blini;blini;blini;NOM;0,93;0,02;1;5;5;4;2;NOM
block;blOk;block;NOM;1,06;0,7;1;5;5;4;1;NOM
blocs;blOk;bloc;NOM;17,28;3,03;0;5;0;4;1;NOM
blond;bl§;blond;ADJ;21,45;8,73;1;5;5;3;1;ADJ,NOM
blond;bl§;blond;NOM;22,65;3,61;1;5;5;3;1;ADJ,NOM
bloom;blum;bloom;NOM;0,01;0,01;1;5;5;4;1;NOM
blots;blo;blot;NOM;0,71;0;0;5;0;3;1;NOM
bloum;blum;bloum;NOM;0;0;1;5;5;4;1;NOM
blues;bluz;blues;NOM;7,81;7,81;1;5;5;4;1;NOM
bluff;bl9f;bluff;NOM;3,02;3;1;5;5;4;1;NOM
blush;bl9S;blush;NOM;0,2;0,2;1;5;4;4;1;NOM
blâma;blama;blâmer;VER;9,38;0,01;0;5;0;0;2;VER
blâme;blam;blâme;NOM;2,04;1,85;1;5;5;4;1;NOM,VER
blâme;blam;blâmer;VER;9,38;2,91;0;5;5;4;1;NOM,VER
blâmé;blame;blâmer;VER;9,38;0,21;0;5;0;5;2;VER
blême;blEm;blême;ADJ;1,48;1,16;1;5;5;4;1;ADJ
blêmi;blEmi;blêmir;VER;0,42;0,01;0;5;0;0;2;VER
bobby;bobi;bobby;NOM;0,32;0,32;1;5;5;4;2;NOM
bobos;bobo;bobo;NOM;2,42;0,53;0;5;0;4;2;NOM
bocal;bokal;bocal;NOM;3,83;2,73;1;5;5;5;2;NOM
boche;bOS;boche;ADJ;0,94;0,78;1;5;5;3;1;ADJ,NOM
boche;bOS;boche;NOM;8,63;2,24;1;5;5;3;1;ADJ,NOM
bocks;bOk;bock;NOM;0,11;0,01;0;5;0;3;1;NOM
bodhi;bOdi;bodhi;NOM;2,21;2,21;1;5;5;4;2;NOM
boers;beR;boer;NOM;0,01;0;0;5;0;0;1;NOM
boeuf;b9f;boeuf;ADJ;0,44;0,44;1;5;4;3;1;ADJ,NOM
boeuf;b9f;boeuf;NOM;10,39;8,58;1;5;4;3;1;ADJ,NOM
bogie;bOZi;bogie;NOM;0,14;0,14;1;5;4;3;2;NOM
bogue;bOg;bogue;NOM;0,17;0,12;1;5;5;3;1;NOM,VER
bogue;bOg;boguer;VER;0,16;0,14;0;5;5;3;1;NOM,VER
boira;bwaRa;boire;VER;339,05;2,97;0;5;0;0;2;VER
boire;bwaR;boire;NOM;2,67;2,67;1;5;4;4;1;NOM,VER
boire;bwaR;boire;VER;339,05;142,15;1;5;4;4;1;NOM,VER
boise;bwaz;boiser;VER;0,06;0,01;0;5;0;0;1;VER
boisé;bwaze;boiser;VER;0,06;0,03;0;5;5;5;2;VER,ADJ
boisé;bwaze;boisé;ADJ;0,46;0,15;1;5;5;5;2;VER,ADJ
boite;bwat;boiter;VER;15,43;11,83;0;5;0;4;1;VER
boité;bwate;boiter;VER;15,43;0,13;0;5;0;5;2;VER
boive;bwav;boire;VER;339,05;2,86;0;5;0;0;1;VER
bolas;bola;bola;NOM;0,25;0,14;0;5;0;4;2;NOM
boldo;bOldo;boldo;NOM;0;0;1;5;5;5;2;NOM
bolet;bolE;bolet;NOM;0;0;1;5;4;4;2;NOM
bolge;bOlZ;bolge;NOM;0;0;1;5;4;4;1;NOM
bolée;bole;bolée;NOM;0,01;0,01;1;5;5;4;2;NOM
bomba;b§ba;bomber;VER;1,34;0,27;0;5;0;0;2;VER
bombe;b§b;bombe;NOM;64,39;48,7;1;5;5;3;1;NOM,VER
bombe;b§b;bomber;VER;1,34;0,37;0;5;5;3;1;NOM,VER
bombé;b§be;bomber;VER;1,34;0,06;0;5;5;4;2;VER,ADJ
bombé;b§be;bombé;ADJ;0,3;0,16;1;5;5;4;2;VER,ADJ
bonde;b§d;bonde;NOM;0,24;0,23;1;5;5;3;1;NOM
bondi;b§di;bondir;VER;5,1;0,91;0;5;0;0;2;VER
bonds;b§;bond;NOM;4,69;1,25;0;5;0;2;1;NOM
bondé;b§de;bonder;VER;1,84;1,07;0;5;5;4;2;VER,ADJ
bondé;b§de;bondé;ADJ;0,88;0,54;1;5;5;4;2;VER,ADJ
bongo;b§go;bongo;NOM;0,21;0,09;1;5;4;3;2;NOM
bonir;boniR;bonir;VER;0;0;1;5;5;5;2;VER
bonis;boni;boni;NOM;0,01;0;0;5;0;4;2;NOM
bonit;boni;bonir;VER;0;0;0;5;0;4;2;VER
bonne;bOn;bon;ADJ;1554,44;578,93;0;5;5;3;1;ADJ,NOM
bonne;bOn;bonne;NOM;59,44;53,18;1;5;5;3;1;ADJ,NOM
bonni;boni;bonnir;VER;6,67;0,01;0;5;0;4;2;VER
bonté;b§te;bonté;NOM;17,88;17,31;1;5;4;3;2;NOM
